entry, positiv, negativ, pstv, affil, ngtv, hostile, strong, power, weak, submit, active, passive, pleasur, pain, feel, arousal, emot, virtue, vice, ovrst, undrst, academ, doctrin, econ@, exch, econ, exprsv, legal, milit, polit@, polit, relig, role, coll, work, ritual, socrel, race, kin@, male, female, nonadlt, hu, ani, place, social, region, route, aquatic, land, sky, object, tool, food, vehicle, bldgpt, comnobj, natobj, bodypt, comform, com, say, need, goal, try, means, persist, complet, fail, natrpro, begin, vary, increas, decreas, finish, stay, rise, exert, fetch, travel, fall, think, know, causal, ought, perceiv, compare, eval@, eval, solve, abs@, abs, quality, quan, numb, ord, card, freq, dist, time@, time, space, pos, dim, rel, color, self, our, you, name, yes, no, negate, intrj, iav, dav, sv, ipadj, indadj, powgain, powloss, powends, powaren, powcon, powcoop, powaupt, powpt, powdoct, powauth, powoth, powtot, rcethic, rcrelig, rcgain, rcloss, rcends, rctot, rspgain, rsploss, rspoth, rsptot, affgain, affloss, affpt, affoth, afftot, wltpt, wlttran, wltoth, wlttot, wlbgain, wlbloss, wlbphys, wlbpsyc, wlbpt, wlbtot, enlgain, enlloss, enlends, enlpt, enloth, enltot, sklasth, sklpt, skloth, skltot, trngain, trnloss, tranlw, meanslw, endslw, arenalw, ptlw, nation, anomie, negaff, posaff, surelw, if, notlw, timespc, formlw, 
mt0030291135, 34, 36, 34, 44, 36, 7, 58, 13, 31, 2, 65, 57, 10, 14, 0, 2, 14, 15, 14, 20, 24, 0, 0, 21, 4, 17, 2, 0, 0, 0, 8, 0, 7, 0, 13, 0, 34, 2, 0, 0, 0, 2, 7, 3, 12, 1, 2, 0, 0, 3, 6, 26, 11, 5, 1, 0, 4, 5, 0, 5, 8, 0, 5, 1, 3, 9, 0, 8, 1, 13, 2, 8, 0, 4, 0, 4, 8, 4, 5, 12, 13, 0, 6, 2, 1, 2, 0, 0, 4, 13, 0, 12, 4, 30, 1, 0, 1, 12, 0, 45, 12, 32, 0, 3, 2, 2, 2, 13, 4, 5, 0, 0, 4, 6, 102, 29, 33, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 16, 0, 0, 7, 23, 0, 8, 6, 14, 3, 7, 11, 4, 3, 28, 7, 0, 0, 0, 4, 11, 1, 0, 11, 12, 0, 7, 15, 0, 1, 1, 0, 1, 0, 12, 6, 10, 11, 4, 28, 4, 
mt0030293411, 25, 25, 22, 13, 20, 13, 26, 8, 14, 6, 43, 15, 0, 0, 1, 10, 0, 11, 15, 14, 7, 1, 0, 4, 1, 3, 2, 1, 0, 0, 0, 0, 4, 2, 2, 3, 18, 0, 0, 0, 0, 0, 6, 0, 1, 0, 1, 0, 0, 0, 0, 7, 5, 0, 0, 0, 2, 0, 4, 9, 5, 2, 4, 3, 5, 6, 5, 4, 4, 7, 0, 5, 0, 0, 4, 1, 1, 0, 5, 3, 0, 3, 22, 0, 0, 2, 2, 5, 0, 4, 1, 1, 1, 14, 1, 0, 1, 0, 0, 8, 0, 21, 0, 0, 1, 0, 4, 3, 15, 0, 0, 3, 9, 9, 57, 14, 7, 1, 5, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 5, 9, 1, 0, 0, 0, 0, 1, 1, 0, 1, 2, 3, 0, 0, 0, 3, 0, 0, 3, 3, 0, 3, 9, 1, 0, 13, 8, 0, 0, 0, 10, 18, 0, 0, 0, 0, 0, 1, 9, 2, 5, 9, 4, 0, 0, 3, 2, 9, 4, 11, 17, 5, 
mt0030296501, 26, 12, 26, 25, 12, 15, 34, 10, 9, 2, 55, 13, 3, 0, 0, 5, 4, 19, 3, 41, 16, 5, 3, 6, 0, 1, 3, 2, 0, 2, 1, 0, 11, 0, 6, 0, 39, 0, 0, 4, 0, 5, 11, 0, 5, 0, 0, 5, 0, 0, 0, 10, 3, 0, 0, 0, 6, 1, 1, 19, 10, 2, 0, 1, 8, 13, 2, 7, 1, 8, 1, 0, 1, 0, 6, 1, 2, 1, 7, 19, 0, 0, 6, 7, 5, 3, 0, 0, 8, 3, 0, 10, 9, 22, 0, 0, 0, 7, 1, 22, 9, 26, 1, 0, 5, 0, 18, 1, 25, 0, 1, 1, 2, 8, 80, 21, 29, 0, 0, 5, 0, 0, 0, 1, 0, 0, 0, 0, 0, 5, 11, 2, 0, 1, 0, 0, 3, 0, 0, 6, 6, 5, 0, 0, 9, 14, 0, 0, 1, 1, 0, 0, 2, 0, 10, 12, 6, 0, 0, 0, 23, 29, 1, 0, 0, 1, 0, 0, 10, 1, 3, 0, 1, 0, 0, 1, 2, 26, 3, 2, 35, 8, 
mt0030307303, 57, 91, 57, 58, 90, 44, 50, 51, 19, 1, 210, 80, 0, 0, 0, 68, 5, 6, 7, 13, 23, 0, 34, 9, 2, 4, 6, 36, 2, 0, 1, 0, 6, 2, 6, 1, 127, 0, 0, 1, 69, 2, 8, 1, 41, 1, 2, 35, 0, 2, 1, 17, 10, 3, 0, 0, 3, 1, 4, 87, 42, 3, 14, 0, 64, 42, 5, 0, 5, 86, 0, 1, 0, 0, 0, 3, 0, 1, 5, 6, 0, 0, 6, 2, 0, 3, 2, 0, 4, 40, 6, 7, 4, 21, 1, 0, 1, 3, 0, 52, 2, 56, 0, 13, 5, 0, 43, 0, 70, 0, 0, 0, 0, 5, 210, 198, 25, 0, 0, 8, 4, 0, 0, 2, 0, 0, 0, 0, 1, 36, 51, 2, 0, 0, 0, 0, 2, 1, 4, 2, 7, 3, 0, 0, 3, 6, 0, 0, 6, 6, 1, 1, 15, 4, 4, 25, 6, 0, 0, 0, 8, 14, 0, 1, 42, 43, 2, 3, 108, 0, 20, 1, 0, 0, 0, 0, 4, 11, 3, 0, 75, 40, 
mt0030341894, 14, 2, 14, 4, 2, 4, 8, 6, 2, 2, 7, 29, 2, 0, 0, 0, 0, 2, 0, 19, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 7, 0, 2, 0, 8, 0, 0, 0, 7, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 0, 4, 0, 0, 4, 2, 0, 2, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 0, 0, 0, 0, 2, 5, 0, 5, 0, 20, 0, 0, 0, 5, 0, 17, 5, 8, 0, 0, 2, 0, 43, 0, 38, 0, 6, 2, 8, 18, 14, 7, 19, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 15, 0, 0, 0, 0, 15, 15, 0, 0, 0, 0, 2, 2, 4, 0, 2, 0, 7, 0, 0, 0, 2, 2, 0, 10, 32, 2, 
mt0030345800, 11, 10, 10, 3, 8, 4, 16, 7, 5, 0, 17, 4, 1, 0, 0, 2, 0, 3, 0, 7, 2, 0, 3, 2, 0, 1, 0, 0, 0, 3, 5, 3, 8, 0, 5, 2, 11, 1, 0, 4, 0, 0, 8, 0, 5, 2, 0, 0, 0, 1, 2, 3, 2, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 2, 1, 1, 0, 0, 2, 3, 1, 0, 0, 0, 1, 0, 0, 1, 0, 6, 1, 0, 1, 1, 0, 4, 0, 0, 1, 3, 4, 4, 2, 6, 0, 0, 0, 0, 0, 8, 0, 8, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 1, 24, 6, 7, 0, 1, 0, 3, 1, 0, 3, 0, 2, 1, 0, 0, 7, 17, 1, 2, 0, 0, 0, 3, 0, 0, 2, 2, 2, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0, 8, 0, 0, 8, 1, 0, 0, 0, 3, 4, 0, 0, 1, 1, 0, 2, 5, 0, 1, 0, 2, 0, 0, 0, 0, 8, 1, 0, 14, 0, 
mt0030358424, 93, 44, 93, 116, 44, 12, 72, 16, 31, 8, 87, 109, 43, 7, 0, 12, 65, 17, 24, 18, 8, 1, 1, 8, 0, 4, 4, 4, 0, 2, 0, 0, 0, 2, 4, 6, 68, 0, 0, 0, 0, 0, 2, 2, 5, 1, 1, 0, 0, 3, 0, 3, 3, 0, 0, 0, 0, 0, 5, 22, 4, 0, 4, 4, 6, 12, 3, 2, 5, 2, 3, 4, 4, 2, 10, 0, 3, 2, 3, 10, 6, 0, 2, 4, 0, 4, 0, 0, 22, 4, 2, 4, 12, 11, 1, 1, 0, 6, 0, 19, 2, 19, 4, 11, 8, 0, 0, 0, 18, 0, 0, 0, 1, 0, 89, 23, 16, 0, 0, 4, 3, 0, 0, 2, 0, 0, 0, 0, 0, 6, 15, 6, 0, 2, 0, 0, 8, 0, 0, 1, 1, 60, 0, 0, 31, 91, 2, 1, 6, 9, 1, 2, 4, 6, 0, 13, 0, 0, 1, 0, 7, 8, 0, 0, 9, 9, 1, 7, 14, 0, 6, 0, 0, 0, 0, 1, 13, 3, 5, 1, 31, 7, 
mt0030364825, 122, 20, 122, 104, 20, 8, 57, 24, 14, 0, 96, 62, 36, 0, 0, 10, 41, 55, 0, 40, 25, 25, 13, 10, 0, 0, 27, 4, 0, 0, 0, 0, 26, 0, 20, 2, 56, 0, 0, 0, 6, 16, 26, 0, 1, 1, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 1, 0, 61, 21, 0, 1, 0, 3, 12, 0, 11, 4, 0, 1, 21, 0, 0, 2, 4, 9, 15, 4, 17, 0, 0, 26, 7, 2, 0, 0, 0, 57, 15, 2, 3, 11, 41, 1, 0, 1, 2, 0, 13, 1, 24, 0, 2, 5, 0, 14, 0, 42, 0, 0, 1, 6, 9, 166, 37, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 4, 6, 0, 0, 0, 10, 0, 0, 12, 12, 53, 0, 0, 35, 88, 0, 0, 0, 0, 0, 0, 0, 0, 20, 20, 14, 0, 3, 0, 22, 39, 5, 0, 0, 5, 1, 4, 17, 0, 10, 0, 6, 0, 0, 0, 5, 39, 4, 7, 34, 21, 
mt0030365207, 43, 35, 45, 24, 32, 38, 52, 35, 0, 4, 88, 27, 0, 1, 0, 7, 8, 21, 12, 50, 22, 0, 0, 7, 0, 4, 3, 19, 0, 1, 6, 4, 12, 0, 16, 10, 37, 0, 0, 0, 0, 0, 12, 0, 4, 0, 0, 4, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 1, 28, 14, 1, 2, 1, 3, 12, 0, 4, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 5, 27, 0, 0, 16, 2, 3, 17, 0, 2, 10, 20, 1, 10, 4, 32, 3, 0, 3, 2, 4, 11, 4, 25, 0, 0, 8, 0, 29, 0, 20, 0, 2, 6, 22, 22, 86, 28, 53, 0, 0, 4, 4, 0, 0, 1, 1, 3, 0, 0, 0, 6, 19, 11, 2, 3, 0, 0, 16, 0, 0, 6, 6, 2, 0, 0, 0, 2, 0, 0, 2, 2, 0, 0, 3, 0, 0, 3, 12, 0, 0, 3, 10, 25, 0, 1, 4, 5, 19, 4, 10, 0, 30, 0, 5, 0, 0, 14, 8, 30, 7, 26, 17, 14, 
mt0030393070, 15, 26, 9, 8, 25, 3, 14, 2, 22, 2, 9, 14, 8, 0, 0, 4, 5, 0, 9, 9, 11, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 5, 0, 2, 0, 6, 0, 4, 2, 2, 0, 5, 0, 2, 0, 0, 0, 0, 0, 2, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 4, 2, 2, 4, 8, 0, 0, 0, 0, 4, 0, 0, 2, 4, 0, 1, 0, 2, 6, 0, 6, 4, 0, 0, 6, 1, 1, 0, 13, 2, 0, 2, 0, 0, 4, 0, 3, 0, 4, 2, 0, 5, 4, 18, 0, 2, 0, 0, 6, 20, 10, 8, 0, 1, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 1, 0, 4, 1, 6, 0, 0, 0, 0, 0, 1, 11, 2, 0, 14, 1, 0, 4, 0, 6, 11, 0, 0, 0, 0, 0, 10, 4, 0, 0, 0, 3, 0, 0, 4, 3, 4, 4, 0, 7, 0, 
mt0030409583, 21, 36, 21, 31, 36, 16, 19, 3, 33, 0, 12, 54, 0, 1, 0, 6, 3, 8, 11, 21, 1, 0, 0, 30, 1, 27, 3, 5, 12, 1, 1, 0, 14, 1, 14, 2, 15, 0, 14, 0, 14, 0, 15, 0, 27, 22, 0, 0, 0, 5, 0, 33, 20, 1, 3, 6, 2, 1, 0, 6, 6, 0, 0, 0, 0, 2, 0, 0, 0, 13, 0, 0, 0, 5, 0, 0, 0, 0, 0, 1, 15, 0, 0, 4, 1, 6, 1, 0, 7, 1, 0, 5, 6, 9, 0, 0, 0, 16, 0, 7, 5, 15, 0, 0, 2, 0, 13, 1, 0, 0, 0, 0, 0, 0, 31, 20, 10, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 3, 16, 4, 0, 1, 0, 0, 5, 2, 0, 0, 2, 7, 0, 14, 9, 30, 0, 1, 26, 27, 0, 2, 11, 0, 0, 13, 6, 0, 0, 0, 4, 10, 2, 0, 7, 9, 0, 5, 3, 0, 0, 0, 0, 0, 0, 2, 3, 4, 1, 0, 29, 3, 
mt0030410421, 50, 23, 49, 50, 14, 16, 42, 12, 6, 3, 65, 38, 0, 2, 0, 2, 4, 11, 2, 17, 9, 0, 1, 4, 0, 1, 6, 1, 4, 7, 2, 0, 7, 4, 4, 2, 27, 0, 1, 9, 0, 0, 11, 2, 4, 1, 0, 3, 0, 0, 0, 12, 7, 2, 0, 2, 1, 0, 3, 50, 5, 2, 4, 0, 7, 8, 1, 1, 5, 8, 3, 5, 2, 0, 2, 0, 2, 2, 5, 19, 0, 1, 3, 1, 0, 1, 0, 0, 2, 1, 2, 4, 5, 6, 2, 1, 1, 0, 0, 5, 2, 30, 1, 0, 6, 0, 2, 1, 4, 1, 0, 0, 1, 7, 60, 36, 5, 0, 0, 3, 2, 0, 0, 9, 5, 1, 0, 0, 0, 3, 23, 0, 0, 0, 0, 0, 0, 0, 1, 4, 5, 5, 0, 2, 4, 11, 0, 0, 0, 0, 2, 0, 6, 0, 0, 8, 3, 0, 0, 0, 8, 11, 0, 0, 0, 0, 4, 0, 10, 0, 3, 0, 3, 0, 4, 4, 28, 9, 3, 0, 18, 17, 
mt0030415861, 10, 24, 10, 3, 17, 22, 19, 12, 17, 4, 23, 9, 0, 5, 0, 0, 3, 14, 8, 3, 3, 0, 2, 0, 1, 0, 3, 1, 4, 5, 7, 0, 1, 6, 0, 5, 14, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 8, 6, 0, 0, 0, 0, 0, 5, 7, 4, 0, 0, 0, 0, 3, 0, 0, 0, 2, 0, 0, 2, 0, 2, 0, 0, 4, 0, 0, 0, 0, 0, 2, 0, 5, 0, 0, 5, 1, 3, 5, 0, 7, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 1, 0, 0, 5, 0, 0, 3, 11, 2, 18, 3, 9, 0, 0, 0, 2, 0, 0, 8, 3, 2, 0, 1, 1, 9, 26, 4, 4, 0, 0, 6, 14, 0, 0, 2, 2, 0, 0, 2, 0, 2, 0, 0, 4, 4, 0, 2, 5, 0, 0, 7, 0, 0, 0, 0, 10, 10, 0, 0, 1, 1, 0, 0, 1, 0, 0, 2, 0, 0, 0, 2, 0, 4, 0, 13, 1, 5, 
mt0030423003, 27, 8, 29, 27, 8, 6, 19, 3, 17, 3, 29, 23, 9, 1, 0, 2, 10, 9, 1, 21, 6, 1, 0, 3, 0, 2, 1, 2, 1, 3, 2, 0, 0, 2, 8, 3, 13, 0, 1, 0, 0, 0, 2, 0, 3, 2, 1, 0, 0, 0, 0, 8, 6, 0, 0, 1, 1, 0, 1, 4, 2, 0, 0, 0, 2, 2, 4, 3, 1, 2, 5, 2, 0, 0, 5, 1, 0, 1, 1, 5, 1, 0, 1, 2, 0, 1, 2, 0, 7, 5, 2, 5, 2, 17, 3, 2, 1, 4, 0, 30, 3, 30, 1, 0, 2, 0, 14, 3, 8, 0, 7, 0, 0, 6, 40, 13, 8, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 5, 3, 0, 2, 0, 0, 5, 2, 0, 0, 2, 13, 7, 0, 9, 29, 0, 1, 2, 3, 0, 0, 2, 0, 0, 2, 3, 0, 2, 0, 5, 10, 0, 0, 0, 0, 1, 2, 7, 0, 1, 1, 0, 0, 0, 0, 4, 10, 0, 0, 38, 1, 
mt0030447899, 19, 21, 19, 3, 16, 16, 30, 20, 13, 0, 27, 11, 0, 0, 0, 0, 0, 16, 3, 0, 15, 1, 5, 5, 0, 6, 1, 4, 2, 2, 4, 1, 4, 1, 2, 2, 15, 0, 0, 0, 0, 2, 5, 0, 5, 1, 0, 1, 1, 1, 0, 3, 1, 1, 0, 0, 1, 0, 3, 8, 4, 0, 1, 3, 0, 4, 0, 2, 0, 5, 0, 0, 0, 0, 0, 1, 0, 5, 0, 2, 0, 0, 5, 1, 0, 1, 0, 0, 1, 1, 8, 9, 4, 11, 0, 0, 0, 0, 0, 1, 1, 11, 0, 0, 7, 0, 1, 0, 0, 0, 0, 1, 4, 3, 18, 3, 5, 0, 0, 2, 1, 0, 1, 2, 0, 1, 0, 1, 0, 22, 30, 5, 1, 2, 0, 8, 16, 0, 0, 2, 2, 0, 0, 1, 1, 2, 0, 0, 0, 0, 0, 1, 8, 0, 0, 9, 0, 0, 0, 0, 4, 4, 0, 0, 0, 0, 1, 3, 3, 2, 0, 0, 1, 0, 0, 1, 0, 0, 0, 5, 1, 5, 
mt0030450341, 7, 16, 6, 11, 14, 2, 20, 6, 9, 0, 36, 22, 0, 2, 0, 8, 1, 3, 7, 2, 7, 0, 1, 0, 0, 1, 0, 4, 6, 0, 4, 1, 2, 0, 4, 3, 14, 0, 0, 1, 0, 0, 2, 0, 7, 2, 2, 3, 0, 0, 0, 6, 2, 0, 0, 0, 4, 0, 3, 9, 2, 0, 3, 1, 3, 1, 0, 1, 1, 3, 4, 3, 0, 3, 1, 0, 0, 0, 7, 4, 1, 1, 2, 0, 1, 6, 0, 0, 2, 1, 0, 0, 4, 4, 2, 1, 1, 3, 0, 2, 0, 10, 1, 0, 6, 0, 8, 0, 1, 0, 0, 0, 4, 0, 41, 21, 2, 0, 1, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 10, 13, 0, 1, 0, 0, 0, 1, 0, 0, 2, 2, 2, 0, 1, 1, 4, 0, 0, 0, 0, 0, 3, 1, 3, 0, 7, 0, 0, 0, 0, 1, 1, 0, 0, 2, 2, 0, 2, 3, 0, 0, 1, 0, 0, 0, 2, 1, 1, 2, 4, 10, 4, 
mt0030450540, 78, 10, 76, 76, 10, 16, 26, 6, 28, 6, 98, 64, 26, 2, 0, 4, 24, 8, 0, 18, 24, 0, 0, 2, 0, 2, 0, 14, 0, 0, 4, 0, 17, 2, 8, 2, 68, 0, 0, 2, 33, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 12, 6, 0, 0, 0, 4, 2, 4, 22, 6, 4, 0, 0, 2, 4, 6, 4, 20, 0, 10, 2, 2, 0, 2, 0, 2, 0, 2, 8, 0, 0, 10, 20, 2, 22, 0, 0, 0, 12, 0, 2, 0, 26, 0, 0, 0, 10, 0, 22, 2, 2, 0, 0, 4, 0, 32, 0, 0, 0, 0, 2, 12, 10, 82, 72, 12, 0, 0, 0, 10, 0, 0, 0, 4, 0, 0, 0, 0, 16, 30, 4, 0, 0, 0, 0, 4, 0, 10, 2, 12, 26, 0, 2, 16, 44, 0, 0, 0, 0, 2, 0, 2, 8, 0, 12, 24, 0, 4, 0, 16, 44, 0, 4, 0, 4, 40, 2, 14, 0, 0, 2, 13, 0, 0, 4, 4, 18, 4, 14, 10, 22, 
mt0030478682, 11, 8, 11, 5, 8, 6, 15, 7, 1, 0, 18, 25, 1, 0, 0, 8, 3, 2, 2, 10, 12, 0, 1, 5, 0, 1, 0, 1, 0, 0, 0, 1, 2, 4, 1, 0, 6, 0, 0, 0, 2, 0, 6, 1, 1, 0, 1, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 1, 1, 0, 2, 0, 1, 1, 2, 0, 2, 1, 2, 1, 0, 0, 0, 0, 4, 0, 1, 4, 0, 0, 0, 6, 8, 0, 2, 0, 0, 0, 6, 0, 2, 2, 8, 0, 0, 0, 0, 0, 5, 2, 17, 0, 0, 2, 0, 14, 0, 7, 0, 0, 0, 0, 4, 22, 13, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 1, 0, 1, 2, 3, 0, 2, 1, 6, 0, 0, 0, 0, 0, 2, 2, 0, 0, 4, 7, 0, 4, 0, 8, 19, 0, 0, 5, 5, 1, 5, 0, 0, 1, 0, 0, 0, 0, 0, 2, 8, 2, 0, 13, 0, 
mt0030522929, 24, 63, 20, 35, 56, 35, 48, 13, 26, 4, 43, 44, 10, 8, 1, 21, 25, 6, 17, 22, 12, 0, 1, 1, 0, 1, 0, 2, 0, 1, 1, 11, 9, 5, 5, 0, 35, 0, 1, 2, 0, 0, 14, 0, 7, 4, 0, 2, 0, 1, 0, 2, 1, 0, 0, 0, 1, 0, 6, 7, 3, 0, 6, 1, 2, 5, 0, 0, 5, 5, 2, 1, 12, 1, 3, 2, 0, 0, 4, 4, 0, 2, 20, 3, 0, 0, 2, 0, 15, 1, 4, 5, 0, 18, 2, 0, 2, 2, 0, 13, 0, 17, 0, 0, 0, 0, 16, 1, 21, 0, 1, 2, 12, 7, 53, 19, 14, 1, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 5, 8, 3, 9, 0, 0, 0, 12, 2, 0, 5, 7, 16, 0, 3, 6, 25, 0, 0, 0, 0, 6, 1, 13, 4, 4, 28, 0, 0, 0, 0, 6, 6, 0, 0, 0, 0, 0, 9, 14, 2, 3, 5, 0, 0, 0, 18, 1, 9, 0, 13, 21, 4, 
mt0030597498, 40, 1, 35, 3, 1, 1, 1, 0, 0, 3, 4, 8, 0, 1, 0, 3, 0, 33, 0, 12, 0, 0, 0, 3, 0, 3, 1, 1, 1, 0, 0, 9, 0, 1, 4, 0, 0, 0, 0, 0, 1, 0, 1, 0, 3, 2, 0, 0, 0, 0, 1, 9, 1, 4, 0, 0, 0, 4, 0, 2, 2, 0, 0, 0, 0, 0, 0, 3, 0, 16, 2, 6, 0, 0, 0, 0, 3, 4, 0, 4, 0, 0, 3, 3, 0, 0, 0, 0, 25, 2, 2, 2, 5, 3, 2, 0, 2, 0, 0, 1, 0, 1, 0, 0, 0, 0, 10, 0, 15, 0, 0, 0, 0, 0, 24, 5, 29, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 0, 0, 2, 2, 0, 1, 0, 2, 1, 4, 1, 0, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 1, 0, 7, 0, 0, 0, 0, 0, 0, 12, 0, 0, 3, 2, 
mt0030659210, 13, 22, 12, 11, 20, 8, 65, 10, 9, 4, 40, 18, 0, 6, 0, 5, 4, 6, 6, 30, 5, 5, 0, 3, 2, 3, 3, 2, 2, 1, 5, 0, 3, 6, 8, 1, 16, 1, 0, 0, 0, 0, 9, 1, 12, 3, 0, 2, 0, 3, 4, 9, 4, 0, 0, 0, 2, 3, 1, 16, 10, 0, 0, 1, 2, 8, 1, 2, 0, 13, 0, 3, 2, 0, 3, 2, 1, 3, 0, 8, 1, 0, 8, 3, 0, 4, 0, 1, 2, 7, 2, 2, 6, 11, 0, 0, 0, 1, 0, 9, 0, 33, 12, 9, 3, 1, 10, 0, 2, 1, 3, 0, 1, 4, 44, 17, 10, 0, 2, 3, 1, 0, 1, 2, 5, 3, 1, 0, 1, 4, 21, 0, 0, 0, 0, 0, 0, 1, 2, 2, 5, 2, 0, 0, 0, 2, 0, 0, 2, 2, 0, 7, 5, 3, 1, 16, 5, 0, 0, 0, 11, 16, 0, 1, 0, 1, 4, 2, 6, 4, 4, 2, 0, 0, 0, 1, 2, 9, 4, 1, 17, 9, 
mt0030998277, 43, 16, 43, 52, 15, 17, 86, 50, 45, 11, 186, 37, 8, 5, 0, 0, 5, 28, 8, 3, 11, 0, 1, 23, 0, 3, 0, 0, 0, 0, 2, 0, 29, 1, 11, 1, 62, 0, 3, 2, 3, 5, 30, 0, 9, 2, 6, 1, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 6, 10, 1, 1, 22, 0, 10, 1, 0, 10, 6, 0, 10, 38, 0, 1, 0, 0, 12, 10, 26, 66, 0, 0, 10, 1, 0, 3, 1, 0, 11, 9, 0, 1, 0, 14, 3, 0, 3, 0, 0, 56, 1, 49, 0, 17, 6, 0, 14, 5, 22, 0, 2, 0, 0, 9, 212, 37, 32, 0, 1, 12, 20, 0, 0, 1, 0, 0, 0, 0, 0, 8, 41, 0, 0, 1, 0, 0, 1, 0, 0, 8, 8, 0, 0, 3, 5, 8, 0, 0, 3, 3, 0, 2, 4, 1, 10, 17, 3, 0, 0, 0, 17, 20, 0, 0, 15, 15, 8, 0, 23, 0, 12, 0, 2, 0, 0, 7, 11, 1, 2, 0, 89, 1, 
mt0031346947, 62, 57, 60, 59, 57, 25, 31, 12, 26, 8, 57, 81, 19, 10, 0, 2, 18, 30, 30, 18, 12, 0, 0, 17, 0, 9, 7, 0, 3, 0, 0, 1, 23, 4, 8, 1, 31, 0, 1, 3, 1, 12, 27, 0, 6, 6, 0, 0, 0, 0, 0, 11, 9, 1, 0, 0, 2, 0, 0, 25, 13, 0, 6, 3, 3, 1, 0, 0, 0, 3, 0, 2, 0, 0, 5, 4, 0, 7, 0, 15, 0, 0, 16, 11, 0, 0, 3, 2, 10, 11, 10, 10, 5, 16, 3, 3, 0, 0, 0, 24, 0, 10, 3, 0, 6, 2, 17, 4, 45, 0, 4, 4, 17, 13, 45, 21, 63, 0, 2, 3, 4, 0, 0, 3, 0, 0, 0, 0, 0, 6, 16, 9, 0, 0, 0, 0, 9, 0, 1, 4, 5, 25, 0, 0, 24, 49, 0, 0, 9, 9, 0, 20, 3, 12, 16, 51, 1, 0, 0, 0, 19, 20, 0, 0, 3, 3, 3, 1, 14, 0, 6, 0, 5, 0, 0, 12, 10, 12, 3, 21, 31, 17, 
mt0031593348, 22, 39, 22, 21, 39, 11, 79, 15, 12, 2, 62, 47, 5, 5, 0, 10, 6, 17, 19, 71, 11, 0, 0, 0, 0, 0, 0, 3, 0, 0, 5, 0, 0, 0, 6, 0, 29, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 3, 0, 0, 0, 5, 3, 0, 0, 0, 2, 0, 1, 7, 2, 2, 9, 3, 13, 19, 20, 10, 0, 3, 0, 3, 0, 0, 4, 0, 3, 0, 0, 6, 0, 0, 17, 11, 1, 12, 5, 0, 8, 14, 6, 6, 0, 20, 0, 0, 0, 1, 0, 17, 0, 28, 0, 0, 11, 0, 15, 2, 24, 0, 23, 0, 1, 34, 84, 20, 78, 0, 0, 3, 0, 0, 0, 4, 1, 0, 0, 0, 0, 7, 15, 1, 0, 1, 0, 1, 3, 0, 0, 3, 3, 5, 0, 0, 2, 7, 0, 0, 0, 0, 0, 10, 3, 7, 0, 20, 4, 0, 0, 0, 19, 23, 0, 0, 0, 0, 1, 2, 45, 0, 15, 0, 0, 0, 0, 9, 10, 45, 8, 1, 21, 2, 
