Id,Gazeteers_AvgValence,Gazeteers_AvgArousal,DAL_ANEW_AvgValence,DAL_ANEW_AvgArousal,DAL_ANEW_AvgDominance,Synesktech_GeneralWeight,Synesktech_Valence,Synesktech_HappinessWeight,Synesktech_SadnessWeight,Synesktech_AngerWeight,Synesktech_FearWeight,Synesktech_DisgustWeight,Synesktech_SurpriseWeight,GI_positiv,GI_negativ,GI_pstv,GI_affil,GI_ngtv,GI_hostile,GI_strong,GI_power,GI_weak,GI_submit,GI_active,GI_passive,GI_pleasur,GI_pain,GI_feel,GI_arousal,GI_emot,GI_virtue,GI_vice,GI_ovrst,GI_undrst,GI_academ,GI_doctrin,GI_econ@,GI_exch,GI_econ,GI_exprsv,GI_legal,GI_milit,GI_polit@,GI_polit,GI_relig,GI_role,GI_coll,GI_work,GI_ritual,GI_socrel,GI_race,GI_kin@,GI_male,GI_female,GI_nonadlt,GI_hu,GI_ani,GI_place,GI_social,GI_region,GI_route,GI_aquatic,GI_land,GI_sky,GI_object,GI_tool,GI_food,GI_vehicle,GI_bldgpt,GI_comnobj,GI_natobj,GI_bodypt,GI_comform,GI_com,GI_say,GI_need,GI_goal,GI_try,GI_means,GI_persist,GI_complet,GI_fail,GI_natrpro,GI_begin,GI_vary,GI_increas,GI_decreas,GI_finish,GI_stay,GI_rise,GI_exert,GI_fetch,GI_travel,GI_fall,GI_think,GI_know,GI_causal,GI_ought,GI_perceiv,GI_compare,GI_eval@,GI_eval,GI_solve,GI_abs@,GI_abs,GI_quality,GI_quan,GI_numb,GI_ord,GI_card,GI_freq,GI_dist,GI_time@,GI_time,GI_space,GI_pos,GI_dim,GI_rel,GI_color,GI_self,GI_our,GI_you,GI_name,GI_yes,GI_no,GI_negate,GI_intrj,GI_iav,GI_dav,GI_sv,GI_ipadj,GI_indadj,GI_powgain,GI_powloss,GI_powends,GI_powaren,GI_powcon,GI_powcoop,GI_powaupt,GI_powpt,GI_powdoct,GI_powauth,GI_powoth,GI_powtot,GI_rcethic,GI_rcrelig,GI_rcgain,GI_rcloss,GI_rcends,GI_rctot,GI_rspgain,GI_rsploss,GI_rspoth,GI_rsptot,GI_affgain,GI_affloss,GI_affpt,GI_affoth,GI_afftot,GI_wltpt,GI_wlttran,GI_wltoth,GI_wlttot,GI_wlbgain,GI_wlbloss,GI_wlbphys,GI_wlbpsyc,GI_wlbpt,GI_wlbtot,GI_enlgain,GI_enlloss,GI_enlends,GI_enlpt,GI_enloth,GI_enltot,GI_sklasth,GI_sklpt,GI_skloth,GI_skltot,GI_trngain,GI_trnloss,GI_tranlw,GI_meanslw,GI_endslw,GI_arenalw,GI_ptlw,GI_nation,GI_anomie,GI_negaff,GI_posaff,GI_surelw,GI_if,GI_notlw,GI_timespc,GI_formlw,Unnamed: 196,Quadrant
mt0010484291,2.927272727272728,2.585454545454545,1.8866672131147548,1.6125483606557385,1.3868852459016392,1.0,-1,1.0,1.0,0.5,0.5,0.5,0.021739130434782608,64,10,62,74,10,8,51,14,10,4,65,46,33,0,0,4,29,10,0,22,10,0,0,0,0,0,2,6,0,0,0,0,0,0,2,2,63,0,0,0,0,0,0,2,2,0,0,2,0,0,0,2,2,0,0,0,0,0,2,8,2,0,2,2,4,6,0,2,6,2,4,2,0,0,0,0,0,2,4,2,0,0,4,2,0,12,4,0,4,8,0,0,12,20,6,0,6,0,0,4,0,6,0,0,2,0,11,0,18,0,4,0,0,6,78,18,17,0,2,2,2,0,0,2,0,0,0,0,0,2,8,4,0,4,0,0,8,0,2,4,6,38,0,0,18,56,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,2,2,10,2,0,0,0,0,0,0,0,0,2,24,0,0,2,2,,Q1
mt0010487366,1.6833333333333331,2.0988888888888884,1.8155826086956528,1.6906750988142287,1.5952569169960455,1.0,1,1.0,1.0,0.13333333333333333,0.15,0.15,0.16666666666666666,21,52,21,13,52,23,51,11,14,5,66,67,0,4,0,4,6,12,26,42,29,1,4,0,0,2,3,3,1,1,7,16,10,7,16,1,27,0,0,9,0,0,17,2,13,4,0,5,3,0,1,6,3,2,0,0,1,0,1,29,10,1,8,1,4,13,3,4,0,37,0,9,1,0,3,3,2,2,2,20,0,0,18,12,1,6,0,0,16,24,8,14,7,30,1,0,1,17,0,101,6,29,0,1,7,1,12,1,21,1,0,1,10,13,95,46,61,0,0,5,0,4,0,0,3,2,1,1,3,12,31,7,9,0,2,4,22,0,1,4,5,0,0,4,1,5,0,0,1,1,0,10,21,3,2,36,10,0,6,0,25,41,0,0,1,1,0,1,15,0,14,1,1,0,0,5,2,12,8,11,88,12,,Q2
mt0010487702,1.1071428571428572,2.485714285714286,1.6573214876033064,1.7134016528925626,1.8181818181818183,1.0,-1,0.15384615384615385,1.0,0.05833333333333333,1.0,0.25,0.225,10,15,10,11,9,9,35,24,29,2,24,53,0,0,0,0,0,13,7,10,5,0,0,5,0,0,1,4,7,7,7,0,4,0,2,4,12,0,0,8,0,0,4,0,11,3,0,0,0,8,0,15,10,0,0,0,0,5,3,20,0,0,1,0,0,10,0,0,0,15,0,0,0,4,2,0,0,9,3,3,12,0,1,2,0,10,0,0,6,2,0,7,7,0,0,0,0,4,0,11,7,18,0,0,8,0,0,0,11,0,0,0,2,0,43,17,9,0,4,0,2,0,0,7,0,0,0,0,0,26,35,1,0,0,0,0,1,0,0,4,4,4,0,0,0,4,0,0,0,0,4,1,1,3,0,9,8,0,0,0,1,9,0,0,0,0,0,4,6,2,1,0,0,0,0,3,3,0,0,2,15,3,,Q2
mt0010526041,2.085,1.9516666666666664,1.8195980694980696,1.6879088803088786,1.6702702702702694,1.0,-1,1.0,1.0,1.0,1.0,0.45,0.061538461538461535,41,67,41,54,65,36,55,12,22,5,92,82,13,6,0,12,19,10,25,25,9,1,1,4,1,6,3,10,0,4,12,11,15,5,14,8,47,3,0,5,3,4,20,1,17,9,0,1,0,4,3,11,7,0,0,1,2,1,2,52,20,3,3,1,4,11,5,8,2,13,4,15,2,2,1,0,4,9,4,15,7,1,15,5,2,10,0,0,7,15,4,8,5,14,6,5,1,5,0,22,4,42,7,6,9,7,10,1,18,2,2,0,3,7,138,47,35,0,2,2,0,0,1,1,4,3,3,0,1,12,27,7,20,0,0,0,27,0,1,4,5,23,0,0,8,31,0,0,1,1,3,8,16,10,6,43,16,0,0,0,16,32,0,0,3,3,1,11,14,3,7,0,2,1,0,11,3,11,13,3,52,25,,Q2
mt0010543277,2.533333333333333,1.876666666666667,1.9178422594142277,1.6159188284518817,1.6276150627615062,1.0,-1,1.0,0.4,0.25,0.2571428571428571,0.3333333333333333,0.1,48,26,47,17,23,10,75,10,22,2,73,25,2,1,0,10,2,25,17,51,17,1,1,14,3,23,22,4,0,1,20,1,8,3,12,5,22,1,0,0,0,2,11,0,9,2,3,0,2,2,0,33,9,6,2,2,9,5,1,33,36,3,4,2,5,3,1,3,3,8,5,2,0,0,0,2,0,5,3,22,2,0,28,7,6,2,2,1,26,11,8,35,22,29,3,2,1,0,1,56,22,22,2,3,4,5,8,0,36,17,0,0,0,3,67,35,38,0,0,2,2,0,0,2,1,1,1,0,1,4,14,4,0,1,0,3,8,0,1,3,4,2,0,0,8,10,1,3,7,11,0,0,0,2,5,7,13,0,0,2,14,29,10,0,3,13,7,1,12,0,12,2,2,0,0,5,8,20,10,0,41,26,,Q1
mt0010551970,2.2075,2.3475,1.9998711538461544,1.7238967948717945,1.6871794871794858,1.0,-1,1.0,1.0,0.7,1.0,0.7,0.15,35,49,40,18,49,22,22,18,24,9,56,76,1,5,0,12,7,21,17,22,12,0,1,1,0,1,8,3,0,0,0,10,0,10,5,0,25,0,0,0,0,0,10,0,10,0,0,5,5,0,0,0,0,0,0,0,0,0,0,13,6,0,13,1,2,6,0,0,6,16,2,2,0,0,2,0,0,0,4,23,0,0,7,2,0,6,1,0,6,31,4,11,8,7,0,0,0,9,1,35,6,25,0,0,8,0,27,0,12,0,6,0,0,6,70,25,43,0,0,6,0,0,0,0,0,0,0,0,0,0,6,11,5,11,0,0,27,0,0,1,1,0,0,0,0,0,0,0,2,2,0,10,0,7,10,27,5,0,0,0,22,27,0,0,8,8,0,5,5,3,18,0,0,0,0,15,5,11,6,0,13,6,,Q4
mt0010552303,2.276666666666667,2.306666666666666,1.9143056497175155,1.6560864406779658,1.3333333333333308,1.0,-1,0.26666666666666666,1.0,0.7,1.0,0.7,0.061538461538461535,23,14,33,22,14,4,58,10,10,18,96,23,0,1,0,2,0,21,13,54,31,0,0,5,0,2,0,12,0,0,1,0,6,1,6,0,21,0,0,1,0,3,7,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,5,1,0,8,1,17,10,16,1,0,0,1,31,0,0,0,5,0,0,2,31,0,0,15,1,1,4,0,0,11,7,6,12,1,37,0,0,0,9,0,31,6,9,0,0,2,0,9,0,52,0,10,1,5,8,107,42,24,0,1,0,0,0,0,1,15,0,0,0,0,0,16,14,0,5,0,0,19,1,0,2,3,0,0,0,2,2,0,0,2,2,0,2,1,1,4,8,2,0,1,0,10,13,0,0,0,0,0,0,8,0,19,0,1,0,0,5,0,40,16,6,35,1,,Q1
mt0010554175,3.0,2.64,2.061357692307692,1.8312692307692304,1.86923076923077,1.0,1,1.0,0.24,0.12,0.054000000000000006,0.042,0.026086956521739132,48,0,48,74,0,0,16,0,16,0,40,40,24,0,0,0,24,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,48,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,32,8,0,8,0,0,0,0,0,0,0,0,0,8,2,8,0,0,0,0,0,8,48,8,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,8,32,0,0,16,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,8,0,0,0,2,0,0,0,0,8,0,0,0,8,,Q1
mt0010554620,1.5967857142857138,2.282857142857144,1.938546706586825,1.7902994011976046,1.925748502994013,1.0,-1,1.0,1.0,1.0,1.0,1.0,0.054000000000000006,24,37,22,19,35,27,28,18,12,4,30,25,6,2,0,4,8,13,12,9,5,6,0,3,0,2,0,5,0,0,0,25,50,6,39,1,19,0,0,21,0,1,56,0,4,2,0,1,1,0,0,10,2,2,0,0,6,0,10,9,9,0,3,2,1,3,1,1,2,6,0,0,0,0,0,0,0,1,1,8,1,0,8,1,0,8,0,0,4,3,6,6,1,7,0,0,0,3,0,3,0,14,0,0,0,0,13,0,1,0,13,2,9,16,58,9,7,0,1,8,1,0,0,1,2,6,0,0,0,37,55,3,23,2,0,1,29,1,0,0,1,8,0,18,5,31,0,0,1,1,2,0,7,3,2,14,7,0,0,0,8,15,0,2,1,3,0,0,3,0,5,0,0,0,0,1,1,2,0,11,17,7,,Q2
mt0010570500,2.58,2.0788888888888892,1.851891457286432,1.7538040201005023,1.7678391959798982,1.0,-1,1.0,0.72,0.12857142857142856,0.15,0.10666666666666667,0.12857142857142856,36,13,37,31,13,16,59,20,21,12,223,31,0,3,0,6,6,24,0,17,12,0,0,11,0,18,6,3,0,2,2,0,24,4,27,3,38,0,0,0,1,11,28,0,1,0,0,0,0,1,0,12,6,0,0,4,0,2,3,45,32,1,10,1,5,27,4,12,3,1,2,22,0,1,7,2,4,4,10,37,1,0,8,3,1,7,3,0,2,26,2,12,9,23,4,3,1,6,5,34,5,65,3,9,18,0,6,5,19,0,8,1,5,12,140,67,15,0,0,8,3,0,0,5,7,0,1,1,0,2,27,5,0,1,0,0,6,2,0,1,3,3,0,0,14,17,0,0,1,1,0,2,1,0,22,25,35,0,0,0,9,44,2,0,36,38,0,4,26,0,12,0,3,0,0,3,3,15,1,5,89,31,,Q1
mt0010611876,2.705555555555556,2.3588888888888886,1.932469827586208,1.7397422413793109,1.6999999999999995,1.0,-1,1.0,0.3333333333333333,0.45,0.225,0.175,0.052941176470588235,7,11,7,15,11,6,17,6,18,0,20,16,0,1,0,4,5,11,7,8,6,0,0,9,1,0,1,0,0,0,0,1,19,0,5,1,5,0,0,0,1,9,19,0,3,0,1,0,0,2,0,1,1,0,0,0,0,0,1,8,1,1,4,0,0,3,0,0,1,2,2,0,0,0,0,1,0,1,0,1,1,0,8,3,0,1,0,0,4,3,3,8,6,10,0,0,0,3,0,30,5,16,2,3,2,0,19,0,22,0,2,2,4,3,20,8,18,0,0,2,1,0,0,2,0,0,0,0,0,4,9,0,1,0,0,0,1,0,0,2,2,1,0,0,8,9,0,0,2,2,0,0,0,1,16,17,1,0,2,0,12,15,0,0,2,2,1,1,4,2,11,2,1,0,0,1,1,2,2,4,25,3,,Q1
mt0010612023,2.082,2.5540000000000003,1.8264814207650288,1.6602030054644794,1.558469945355191,1.0,1,1.0,0.84,1.0,0.42,1.0,1.0,65,74,63,37,71,23,102,21,10,2,116,62,0,0,0,31,12,15,21,29,13,0,0,5,0,6,3,8,0,4,15,4,16,1,13,4,28,4,1,5,7,1,18,2,5,3,0,1,0,1,0,13,5,3,1,0,0,4,13,15,3,5,5,5,10,13,1,5,3,8,5,5,1,0,0,0,3,11,6,8,0,0,31,17,2,4,2,0,30,22,11,15,11,35,3,1,2,1,0,17,4,60,2,39,13,9,25,0,35,5,3,0,1,23,109,33,43,1,2,2,1,2,0,5,0,3,4,0,0,16,33,27,3,3,0,2,35,1,0,4,5,14,0,3,1,18,0,1,1,2,0,3,9,1,0,13,11,0,1,1,45,58,0,0,0,0,1,3,20,8,4,1,4,0,0,2,15,10,9,1,36,5,,Q2
mt0010616215,2.077857142857143,2.3600000000000003,1.812570609318996,1.6616010752688148,1.5426523297491035,1.0,-1,1.0,1.0,1.0,1.0,1.0,0.225,45,37,46,34,36,39,68,18,25,4,123,44,0,0,0,14,8,11,9,17,19,1,4,8,0,11,3,5,2,11,24,1,17,3,7,1,53,6,0,3,3,1,20,1,7,5,1,0,0,1,0,21,8,5,0,0,5,3,4,28,18,1,0,3,12,4,1,10,6,16,1,5,2,1,4,4,2,4,7,21,3,1,11,13,6,8,0,0,7,8,11,23,16,19,1,1,0,3,0,33,12,23,1,1,11,9,11,3,19,9,4,4,21,14,133,42,19,0,0,5,5,0,1,4,2,5,6,0,0,12,40,5,1,4,0,1,11,0,1,4,5,10,0,0,0,10,0,0,2,2,0,4,13,0,0,17,9,0,0,3,19,31,0,0,2,2,6,3,12,1,1,0,2,0,0,2,8,9,7,25,37,18,,Q2
mt0010623104,1.7935294117647056,2.3005882352941183,1.8196064285714293,1.634313571428571,1.5357142857142851,1.0,-1,1.0,0.4,1.0,0.72,0.72,0.12,59,63,59,42,55,49,89,26,17,6,143,55,8,2,0,24,16,24,11,23,11,3,2,9,2,11,4,16,2,4,19,0,11,9,15,3,56,3,0,5,1,0,20,5,6,3,1,1,0,0,1,19,11,2,0,0,4,2,7,31,15,1,5,7,15,13,1,15,4,5,5,10,2,1,1,1,5,20,14,22,0,0,13,25,9,10,1,0,6,18,15,20,10,33,8,0,8,2,0,20,5,22,0,7,12,5,18,1,6,4,5,1,6,12,183,49,19,0,8,3,0,3,0,7,0,5,4,0,0,20,42,27,0,3,0,0,30,2,0,6,8,9,0,3,0,12,0,0,4,4,0,6,6,8,0,20,18,0,0,0,31,49,1,0,7,8,2,12,12,6,6,2,3,0,0,6,14,11,5,7,25,10,,Q2
mt0010623318,,,1.9483015625000013,1.6751820312500003,1.7453124999999998,0.26666666666666666,-1,0.25,0.2,0.14285714285714285,0.0380952380952381,0.14285714285714285,0.061538461538461535,4,2,4,8,2,0,16,0,8,0,24,8,0,1,0,1,0,4,1,13,2,4,0,0,0,1,7,3,0,5,0,5,5,4,7,2,1,0,10,3,2,0,9,0,0,0,0,0,0,0,0,24,9,1,0,0,7,7,0,18,17,0,0,1,1,8,1,2,0,0,0,2,0,0,4,0,0,7,2,9,0,0,0,2,0,10,2,0,2,2,1,3,3,13,2,0,2,1,0,18,2,9,0,0,0,0,11,6,0,0,0,0,0,0,29,19,15,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,5,0,0,0,6,1,0,0,1,0,0,5,5,10,0,0,1,1,2,0,1,1,0,4,15,0,0,0,12,27,7,0,3,10,0,0,0,0,1,2,0,0,0,0,1,0,2,0,26,11,,Q4
mt0010674530,2.53,1.586666666666667,1.9385177215189868,1.6167582278481014,1.5924050632911393,1.0,1,0.26666666666666666,0.26666666666666666,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.15,2,8,2,3,8,8,17,8,12,2,38,24,0,2,0,2,1,2,6,12,3,0,1,0,0,0,4,1,0,2,2,0,0,0,2,5,14,0,0,0,0,0,0,0,1,0,0,1,0,0,0,12,6,0,0,0,0,6,0,7,5,0,8,0,3,5,2,0,0,10,0,8,0,0,0,1,0,0,0,15,0,0,3,0,0,6,0,0,0,4,1,1,2,2,0,0,0,0,0,14,0,5,0,0,0,0,33,0,2,0,0,0,2,4,28,19,31,0,0,0,0,2,0,0,2,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,4,6,2,0,13,2,0,0,0,14,16,0,0,1,1,0,0,13,0,12,0,0,0,0,2,1,3,3,2,19,5,,Q3
mt0010674859,2.4019999999999997,2.3400000000000003,1.8779426470588232,1.7810955882352943,1.6558823529411768,1.0,-1,1.0,1.0,0.9,0.9,0.7,0.15,6,15,6,9,15,6,15,4,13,2,23,17,4,2,0,1,5,0,2,10,10,0,1,1,0,4,2,0,0,2,6,0,6,2,2,0,10,0,1,0,4,0,8,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,2,0,0,1,2,1,1,1,8,0,1,4,0,0,2,0,1,1,0,7,0,0,3,3,0,5,0,0,2,5,0,0,10,7,0,0,0,2,0,5,0,13,0,1,1,0,12,0,0,4,0,1,5,2,31,7,7,0,0,0,1,0,0,1,2,0,1,0,0,0,5,1,0,0,0,0,1,0,1,0,1,4,0,0,4,8,0,0,0,0,0,1,1,1,0,3,1,0,1,0,1,3,0,0,1,1,0,4,1,0,6,0,8,0,0,0,1,3,2,6,15,2,,Q3
mt0010687397,1.163333333333333,2.5,1.8236480769230767,1.6652884615384618,1.657692307692308,1.0,-1,0.54,0.7,1.0,1.0,0.08000000000000003,0.225,11,8,11,7,7,6,23,4,0,0,25,5,0,0,0,3,2,11,3,9,0,0,0,0,0,4,0,7,1,2,4,1,0,1,3,0,9,0,0,0,0,0,1,0,1,1,0,0,0,0,0,3,0,0,2,0,1,0,1,3,2,0,1,4,5,2,1,4,0,1,1,1,0,0,2,2,0,1,2,3,0,0,2,3,0,1,1,0,1,1,0,4,3,8,3,0,3,1,0,11,4,8,0,0,5,0,1,2,0,3,0,0,0,0,37,5,4,0,0,0,0,0,0,1,2,0,0,0,0,4,7,8,1,0,0,0,9,0,0,0,0,1,0,0,0,1,0,0,1,1,0,3,2,0,0,5,2,0,1,0,3,6,0,0,1,1,0,2,14,0,1,0,0,0,0,0,1,4,2,0,11,2,,Q2
mt0010694349,1.5539999999999998,2.055,1.7843067484662571,1.7455245398773005,1.7165644171779135,1.0,-1,1.0,1.0,1.0,1.0,0.45,0.12857142857142856,13,37,13,10,29,15,26,8,12,6,38,20,4,7,0,7,7,9,10,15,16,1,1,1,0,1,3,1,1,1,4,2,4,0,5,2,10,1,0,2,0,1,4,0,2,0,2,0,0,0,0,14,5,2,2,0,3,2,4,22,11,0,2,1,1,4,0,1,3,7,2,0,1,5,2,3,1,4,2,4,1,1,10,6,0,2,0,0,6,3,9,12,6,21,1,0,1,1,1,6,3,13,1,0,4,3,3,2,1,0,0,2,11,3,45,15,4,0,1,3,2,3,0,0,0,1,1,0,0,3,13,3,1,0,0,2,6,0,0,2,2,0,0,1,0,1,0,0,1,1,0,3,7,1,0,11,7,0,0,0,19,26,0,0,3,3,2,4,12,4,7,2,1,0,0,7,3,10,4,11,9,14,,Q2
mt0010695865,1.34,1.5444444444444447,1.9013519774011305,1.6424096045197742,1.589830508474575,1.0,1,0.5294117647058824,1.0,0.1111111111111111,0.14545454545454548,0.1,0.061538461538461535,26,18,26,11,18,6,19,6,2,2,19,11,0,1,0,0,0,11,10,37,8,1,2,3,2,4,1,6,0,4,4,1,1,2,1,0,10,0,0,0,0,0,3,0,6,5,0,0,0,0,1,6,1,0,1,1,2,1,2,13,6,0,5,0,0,5,7,0,0,6,0,1,0,0,3,1,0,2,1,2,1,0,1,13,0,3,4,0,10,3,0,7,12,20,6,6,0,3,0,25,7,17,6,0,6,1,25,0,15,1,0,0,5,3,23,15,19,0,0,1,1,1,0,1,0,2,0,0,0,3,9,7,1,3,0,0,11,1,0,0,1,0,0,0,1,1,1,0,2,3,0,1,7,0,0,8,4,0,2,0,1,7,0,0,3,3,4,0,3,0,5,0,0,0,0,4,10,18,5,5,40,4,,Q3
mt0010696838,2.654736842105263,2.4494736842105262,1.957241416893733,1.7331656675749314,1.7106267029972757,1.0,-1,1.0,1.0,1.0,0.6,0.6,0.27,106,45,104,45,45,33,107,61,31,6,178,75,10,1,0,15,11,56,16,52,35,0,5,25,0,19,9,27,5,18,9,2,25,2,19,7,49,0,7,4,13,8,27,0,8,3,0,1,3,1,0,29,8,2,0,0,11,8,5,71,37,2,35,0,1,13,1,4,2,7,2,13,0,4,2,6,2,8,3,36,0,0,22,3,0,14,2,0,13,51,8,18,17,55,0,0,0,19,0,69,10,28,1,2,24,1,49,4,16,0,4,5,25,16,134,58,141,0,0,3,0,0,0,5,0,3,0,0,20,31,62,36,1,1,0,1,39,0,2,7,9,26,2,7,12,47,1,1,20,22,0,2,5,1,6,14,15,1,2,0,47,65,1,0,5,6,2,11,40,2,21,5,7,0,0,3,7,38,12,30,37,45,,Q1
mt0010699902,2.138181818181818,2.1609090909090907,1.8424912000000004,1.742352399999998,1.6143999999999987,1.0,-1,1.0,0.26666666666666666,1.0,0.3333333333333333,0.1714285714285714,0.6666666666666666,26,32,26,47,29,28,86,29,15,26,196,29,5,0,0,6,15,12,13,26,21,4,1,5,0,2,0,4,0,1,1,0,8,1,10,2,67,0,0,2,2,3,9,0,1,0,0,0,0,0,1,14,5,0,2,4,2,1,0,34,16,4,4,0,33,5,18,16,4,13,2,47,0,1,1,2,3,4,14,47,0,0,14,8,4,18,3,0,16,26,0,4,3,30,1,0,1,8,0,37,4,32,0,4,6,2,7,13,5,0,4,4,14,19,239,74,38,0,2,2,0,4,0,0,17,0,0,1,0,5,29,6,0,0,0,0,6,6,0,3,9,2,0,0,4,6,0,0,2,2,0,3,12,5,5,25,25,0,4,0,23,52,0,0,1,1,0,5,9,1,22,2,0,0,0,4,3,28,4,16,33,13,,Q1
mt0010701929,2.7533333333333334,2.493333333333333,1.8710922619047632,1.6570732142857154,1.5845238095238092,0.9,-1,0.8,0.8,0.9,0.9,0.7,0.09000000000000001,10,9,10,12,10,6,30,10,18,6,46,23,0,11,0,6,2,3,3,22,15,0,0,13,2,12,15,10,0,0,2,0,3,10,5,0,23,0,0,0,3,0,13,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,33,27,0,1,1,4,2,2,1,9,1,2,7,0,0,6,11,1,1,0,2,0,0,0,43,0,14,0,0,1,12,1,5,1,23,1,0,1,3,0,18,4,22,0,0,3,0,14,0,36,2,0,1,3,10,55,34,9,0,0,4,6,0,0,0,0,0,0,0,10,1,21,4,0,0,0,0,4,0,2,1,3,2,0,0,0,2,0,1,2,3,0,0,1,21,10,32,1,0,20,0,3,24,0,0,1,1,8,2,13,1,3,0,7,0,0,2,0,21,3,3,27,26,,Q3
mt0010702370,2.6791304347826093,2.383043478260869,1.8439818627450968,1.6888122549019604,1.5460784313725489,1.0,-1,1.0,0.54,0.27,0.27,0.27,0.045000000000000005,64,17,64,88,16,24,90,24,37,6,115,74,13,0,0,11,20,40,5,54,17,0,0,18,0,2,2,14,1,1,0,0,30,1,28,2,63,0,0,0,0,15,31,0,1,1,0,0,0,0,0,5,4,0,0,1,0,0,0,12,7,1,27,1,6,11,1,2,10,0,9,7,0,1,9,10,1,2,11,1,0,0,4,15,0,3,8,0,5,22,1,3,4,54,1,0,1,11,0,50,2,32,0,10,9,0,42,3,2,0,5,6,32,14,105,71,73,0,0,2,8,1,0,7,0,0,0,0,0,8,26,14,0,0,0,0,14,0,5,1,6,23,1,0,23,47,0,0,1,1,0,0,4,0,30,34,7,0,0,0,7,14,1,0,4,5,25,3,20,1,29,0,2,0,0,1,8,21,2,38,44,14,,Q1
mt0010704053,1.2666666666666666,1.5066666666666666,1.9242414141414144,1.7778868686868694,1.7515151515151508,1.0,1,1.0,1.0,0.9,1.0,1.0,0.05333333333333334,39,23,41,20,23,10,18,7,18,11,33,23,3,7,0,2,4,25,8,15,15,0,1,0,0,0,4,5,0,2,3,1,7,2,4,2,16,0,0,0,8,0,9,0,1,0,1,0,0,0,0,3,3,0,0,0,0,0,1,14,3,0,3,0,1,5,1,1,0,0,2,4,1,0,0,1,1,2,0,5,1,0,5,5,1,3,0,0,14,1,2,2,5,13,2,0,2,9,0,13,0,9,0,0,2,0,22,0,0,0,2,0,9,2,44,8,5,0,0,7,0,0,0,2,1,1,0,0,0,5,16,5,1,1,0,0,7,2,0,4,6,1,0,3,1,5,0,0,2,2,0,2,7,1,0,10,2,0,0,0,16,18,0,0,0,0,4,0,2,3,1,2,9,0,0,6,4,5,0,9,23,6,,Q3
mt0010705334,2.8204166666666666,2.4475,2.1111024000000014,1.8667240000000007,1.5008000000000004,1.0,1,1.0,0.135,0.7,0.8,0.7,0.26666666666666666,50,6,50,71,6,9,18,2,11,4,31,79,30,0,0,19,39,15,0,8,7,0,0,10,0,0,6,0,0,0,0,0,19,1,7,2,38,0,0,0,1,10,20,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,8,5,0,0,0,4,1,0,1,0,1,0,1,0,0,0,3,0,2,3,1,0,0,22,0,1,4,0,0,3,39,10,10,5,5,0,0,0,0,0,3,0,5,0,0,0,0,30,0,36,0,0,1,6,1,47,17,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,6,0,0,0,0,40,0,0,30,70,0,0,0,0,0,0,2,0,18,20,10,0,0,0,43,53,2,0,7,9,1,1,1,0,3,0,1,0,0,0,4,5,1,6,8,4,,Q1
mt0010723417,2.575384615384616,1.715384615384615,1.901556363636364,1.645869090909091,1.6181818181818175,1.0,1,1.0,0.3333333333333333,0.25,0.26666666666666666,0.26666666666666666,0.08888888888888889,25,7,25,17,7,7,18,3,2,3,40,12,0,1,0,8,3,15,3,8,10,0,0,3,0,3,5,3,0,0,1,1,2,1,7,0,7,0,0,0,0,1,3,1,4,0,0,1,0,0,3,22,11,2,0,1,4,4,0,21,9,0,0,0,1,3,0,4,0,2,6,0,0,0,2,5,6,4,4,8,0,0,1,1,0,1,0,0,4,5,1,12,0,12,4,4,0,2,0,25,11,20,4,0,17,3,6,0,14,2,0,0,0,5,49,17,8,0,0,4,0,1,0,2,0,0,0,0,1,4,12,2,0,0,0,0,2,0,0,1,1,3,0,0,2,5,1,0,2,3,0,0,6,2,3,11,6,0,0,0,6,12,0,0,0,0,2,1,11,0,0,0,0,0,0,0,11,6,7,0,51,10,,Q1
